"claim.nr";"type";"hidden";"occ.date";"occ.year";"occ.year.fact";"occ.month";"rep.delay";"rep.date";"rep.year";"rep.year.fact";"rep.month";"settlement.date";"settlement.year";"open_obs1";"open_obs2";"open_obs3";"open_obs4";"open_obs5";"open_obs6";"open_obs7";"open_obs8";"open_obs9";"settlement_obs1";"settlement_obs2";"settlement_obs3";"settlement_obs4";"settlement_obs5";"settlement_obs6";"settlement_obs7";"settlement_obs8";"settlement_obs9";"size_obs1";"size_obs2";"size_obs3";"size_obs4";"size_obs5";"size_obs6";"size_obs7";"size_obs8";"size_obs9"
126;"T3";"H";"2012-01-03";2012;"2012";"1";0.709103353867214;"2012-09-18";1;"1";"9";"2013-08-28";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1667.79075058285;0;0;0;0;0;0;0
127;"T2";"M";"2013-08-06";2013;"2013";"8";0.175222450376454;"2013-10-09";2;"2";"10";"2017-07-21";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;94.4017156917392;986.115477342325;0;518.109124722995;1163.02807488986;0;0;0;0
128;"T1";"L";"2017-05-21";2017;"2017";"5";0.317590691307324;"2017-09-14";6;"6";"9";"2018-08-19";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;141.79755670532;743.681123739368;0;0;0;0;0;0;0
129;"T1";"M";"2015-12-17";2015;"2015";"12";0.0848733744010951;"2016-01-17";5;"5";"1";"2017-09-14";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1321.57284860712;763.995155737829;0;0;0;0;0;0;0
130;"T1";"H";"2012-03-21";2012;"2012";"3";0.109514031485284;"2012-04-30";1;"1";"4";"2014-09-21";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;610.493042587101;709.785050589307;231.431505196797;0;0;0;0;0;0
131;"T3";"M";"2012-08-12";2012;"2012";"8";0.457221081451061;"2013-01-26";2;"2";"1";"2016-03-18";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;41.8805256445602;1632.84162606527;396.086961729976;0;0;0;0;0;0
132;"T2";"H";"2016-05-18";2016;"2016";"5";0.287474332648871;"2016-08-31";5;"5";"8";"2025-12-19";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;108.591450814889;59.9673007048586;211.214582042571;2917.96812260887;279.931422615435;0;0;0;1465.30717829394
133;"T1";"H";"2013-03-12";2013;"2013";"3";0.380561259411362;"2013-07-29";2;"2";"7";"2020-05-06";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;518.37847940428;65.7144141435379;477.051174059109;254.691871072519;0;2062.89880193001;7998.1436607971;439.209515297712;0
134;"T2";"L";"2019-08-15";2019;"2019";"8";0.646132785763176;"2020-04-07";9;"9";"4";"2021-08-07";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;224.487125550432;0;0;0;0;0;0;0;0
135;"T1";"M";"2016-05-21";2016;"2016";"5";0.167008898015058;"2016-07-21";5;"5";"7";"2016-09-10";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;47.2939624633015;0;0;0;0;0;0;0;0
136;"T1";"M";"2020-12-05";2020;"2020";"12";0.0520191649555099;"2020-12-24";9;"9";"12";"2024-02-28";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;299.820618504323;3148.99530718127;190.254345523536;0;0;0;0;0
137;"T2";"L";"2014-09-02";2014;"2014";"9";0.229979466119097;"2014-11-25";3;"3";"11";"2016-11-09";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1609.50834247563;108.882242887165;0;0;0;0;0;0
138;"T1";"H";"2018-07-17";2018;"2018";"7";0.161533196440794;"2018-09-14";7;"7";"9";"2021-01-14";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;153.203845056777;563.968793543847;0;0;0;0;0;0
141;"T2";"L";"2017-01-02";2017;"2017";"1";0.290212183436003;"2017-04-18";6;"6";"4";"2018-11-29";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;27.7454330435855;288.44589727508;0;0;0;0;0;0;0
142;"T2";"M";"2019-03-21";2019;"2019";"3";0.249144421629021;"2019-06-20";8;"8";"6";"2019-11-01";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1916.0208828977;0;0;0;0;0;0;0;0
144;"T1";"H";"2017-07-03";2017;"2017";"7";0.457221081451061;"2017-12-17";6;"6";"12";"2018-06-26";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;195.666878408817;0;0;0;0;0;0;0
145;"T1";"L";"2012-09-14";2012;"2012";"9";0.0191649555099247;"2012-09-21";1;"1";"9";"2013-12-14";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;330.24308926885;1377.40800206267;0;0;0;0;0;0;0
146;"T1";"L";"2018-12-30";2018;"2018";"12";0.0082135523613963;"2019-01-02";8;"8";"1";"2019-03-09";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;118.783547707088;0;0;0;0;0;0;0;0
147;"T1";"L";"2020-08-15";2020;"2020";"8";0.27378507871321;"2020-11-23";9;"9";"11";"2022-01-23";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;908.814738155944;0;0;0;0;0;0;0
148;"T1";"L";"2017-08-16";2017;"2017";"8";0.15605749486653;"2017-10-12";6;"6";"10";"2019-02-19";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;224.289187179871;300.473491917749;143.815869677334;0;0;0;0;0;0
149;"T3";"M";"2019-05-04";2019;"2019";"5";0.772073921971253;"2020-02-10";9;"9";"2";"2020-07-16";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
150;"T1";"M";"2019-05-11";2019;"2019";"5";0.0602327173169062;"2019-06-02";8;"8";"6";"2019-11-16";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;204.64969794525;0;0;0;0;0;0;0;0
151;"T1";"M";"2020-04-04";2020;"2020";"4";0.15605749486653;"2020-05-31";9;"9";"5";"2022-05-31";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;447.851827886136;0;480.02614569811;0;0;0;0;0;0
152;"T3";"L";"2012-12-02";2012;"2012";"12";0.309377138945927;"2013-03-25";2;"2";"3";"2019-03-19";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1200.83316484622;0;0;125.282862751445;108.777776920603;139.005987999779;0;0;0
153;"T1";"L";"2012-10-21";2012;"2012";"10";0.150581793292266;"2012-12-15";1;"1";"12";"2013-07-10";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;139.842323556114;0;0;0;0;0;0;0
155;"T3";"L";"2020-01-10";2020;"2020";"1";0.167008898015058;"2020-03-11";9;"9";"3";"2030-01-04";2030;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;35.4578264615022;162.715548937117;123.681402380439;0;0;0;0;0;879.532424939568
156;"T1";"H";"2015-04-26";2015;"2015";"4";0.254620123203285;"2015-07-28";4;"4";"7";"2021-04-28";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;378.260353595603;154.333416450084;245.829975317116;375.071443513336;0;154.162513380353;57.5775214919711;0;0
157;"T2";"M";"2012-04-17";2012;"2012";"4";0.772073921971253;"2013-01-24";2;"2";"1";"2016-11-05";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;107.365788743579;0;0;0;0;0;0;0;0
158;"T3";"L";"2014-12-25";2014;"2014";"12";0.553045859000684;"2015-07-15";4;"4";"7";"2017-05-05";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;80.1855364974192;121.39116810404;0;0;0;0;0;0;0
159;"T1";"H";"2014-07-10";2014;"2014";"7";0.153319644079398;"2014-09-04";3;"3";"9";"2016-02-25";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;544.093622620403;42.2416425896981;0;0;0;0;0;0;0
160;"T1";"L";"2016-03-30";2016;"2016";"3";0.542094455852156;"2016-10-14";5;"5";"10";"2016-12-11";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
161;"T2";"M";"2013-08-09";2013;"2013";"8";0.136892539356605;"2013-09-28";2;"2";"9";"2018-04-24";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;266.392223127676;232.417414386498;517.330746716931;1742.73473079803;0;0;0;0;0
163;"T3";"L";"2015-05-20";2015;"2015";"5";0.257357973990418;"2015-08-22";4;"4";"8";"2016-03-20";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;77.8890134284737;0;0;0;0;0;0;0;0
165;"T1";"L";"2016-11-03";2016;"2016";"11";0.344969199178645;"2017-03-09";6;"6";"3";"2017-06-24";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;139.221304453603;0;0;0;0;0;0;0;0
167;"T2";"H";"2014-02-15";2014;"2014";"2";0.188911704312115;"2014-04-25";3;"3";"4";"2014-06-09";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;339.96110066583;0;0;0;0;0;0;0;0
168;"T1";"H";"2016-07-02";2016;"2016";"7";0.0164271047227926;"2016-07-08";5;"5";"7";"2017-06-27";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;61.2370278349796;0;0;0;0;0;0;0;0
169;"T2";"M";"2014-07-04";2014;"2014";"7";0.517453798767967;"2015-01-09";4;"4";"1";"2015-12-02";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;288.840826182702;0;0;0;0;0;0;0;0
171;"T2";"M";"2015-01-17";2015;"2015";"1";0.550308008213552;"2015-08-06";4;"4";"8";"2015-11-03";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
172;"T3";"H";"2017-10-30";2017;"2017";"10";0.711841204654346;"2018-07-17";7;"7";"7";"2022-09-17";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;211.622041224668;0;1277.49311825347;0;0;0;0;0
173;"T1";"M";"2012-12-08";2012;"2012";"12";0.279260780287474;"2013-03-20";2;"2";"3";"2016-12-24";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;479.465426782211;0;1416.94067906562;1645.12266138079;0;0;0;0;0
175;"T1";"L";"2013-09-01";2013;"2013";"9";0.0574948665297741;"2013-09-22";2;"2";"9";"2016-07-28";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;585.059235337697;547.359293609167;227.332842733089;1902.018153353;0;0;0;0;0
176;"T2";"L";"2013-06-19";2013;"2013";"6";0.128678986995209;"2013-08-05";2;"2";"8";"2017-05-09";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;54.6805049355727;259.351825719691;382.353887661363;1341.67688528938;400.820984695625;0;0;0;0
177;"T1";"M";"2019-08-13";2019;"2019";"8";0.0301163586584531;"2019-08-24";8;"8";"8";"2022-04-09";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;295.738535166549;94.7217072372568;1608.27838787659;0;0;0;0;0;0
178;"T3";"H";"2017-09-06";2017;"2017";"9";0.309377138945927;"2017-12-28";6;"6";"12";"2023-08-29";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;401.544160464601;77.3658680241419;0;82.646696724105;210.261590811725;0;0;0
179;"T2";"M";"2015-01-15";2015;"2015";"1";0.213552361396304;"2015-04-03";4;"4";"4";"2018-07-31";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;73.554231769178;26.6669885996189;190.072912240495;1047.87986403806;0;0;0;0;0
180;"T1";"H";"2017-11-05";2017;"2017";"11";0.172484599589322;"2018-01-07";7;"7";"1";"2022-03-11";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;833.688764079488;66.8849930529488;668.963805423399;320.631785476523;0;0;0;0;0
182;"T1";"H";"2012-01-21";2012;"2012";"1";0;"2012-01-21";1;"1";"1";"2012-06-25";2012;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1708.44726064429;0;0;0;0;0;0;0;0
187;"T3";"M";"2016-08-21";2016;"2016";"8";0.191649555099247;"2016-10-30";5;"5";"10";"2021-08-03";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;301.638259034063;0;0;0;0;0;0;0;0
189;"T1";"M";"2018-07-20";2018;"2018";"7";0.298425735797399;"2018-11-06";7;"7";"11";"2020-07-18";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;143.546718972852;858.527234779444;0;0;0;0;0;0;0
190;"T2";"L";"2014-05-08";2014;"2014";"5";0.0383299110198494;"2014-05-22";3;"3";"5";"2018-03-09";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1451.91105583957;139.21006836047;1622.38564985702;0;0;0;0;0;0
191;"T1";"M";"2012-06-30";2012;"2012";"6";0.224503764544832;"2012-09-20";1;"1";"9";"2019-12-28";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;617.074856766163;315.678425066632;782.138320112686;1603.03704815971;528.377266896596;330.364755330663;2686.83857305598;0
192;"T1";"L";"2016-11-19";2016;"2016";"11";0.281998631074606;"2017-03-02";6;"6";"3";"2025-02-27";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;538.696083938591;845.773431326521;2241.17990951853;0;1651.53303133491;312.421060851649;2779.68779216364;0;0
193;"T2";"L";"2019-05-21";2019;"2019";"5";0.262833675564682;"2019-08-25";8;"8";"8";"2020-10-19";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;115.960752968133;930.23184731172;0;0;0;0;0;0;0
194;"T3";"M";"2015-12-18";2015;"2015";"12";0.479123887748118;"2016-06-10";5;"5";"6";"2016-10-23";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;79.8659686382943;0;0;0;0;0;0;0;0
195;"T1";"H";"2015-01-14";2015;"2015";"1";0.0328542094455852;"2015-01-26";4;"4";"1";"2015-09-24";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;15.3353181756906;0;0;0;0;0;0;0;0
196;"T1";"L";"2018-08-03";2018;"2018";"8";0.191649555099247;"2018-10-12";7;"7";"10";"2021-10-17";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;205.667855830374;0;450.993664537316;0;0;0;0;0;0
197;"T1";"L";"2015-01-10";2015;"2015";"1";0.0602327173169062;"2015-02-01";4;"4";"2";"2015-02-22";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
199;"T1";"L";"2015-11-23";2015;"2015";"11";0.158795345653662;"2016-01-20";5;"5";"1";"2022-06-19";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;272.865360312753;801.408357452155;99.4829210859813;204.57224886285;1723.71066937698;1019.59343316861;0;0;0
200;"T2";"H";"2013-02-21";2013;"2013";"2";0.0848733744010951;"2013-03-24";2;"2";"3";"2014-07-19";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;308.458113289665;64.6098815913996;0;0;0;0;0;0;0
201;"T1";"L";"2015-08-04";2015;"2015";"8";0.0438056125941136;"2015-08-20";4;"4";"8";"2017-02-15";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;430.164926740575;1022.65175609825;0;0;0;0;0;0;0
202;"T2";"H";"2013-01-05";2013;"2013";"1";0.147843942505133;"2013-02-28";2;"2";"2";"2013-12-24";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;322.310925878756;0;0;0;0;0;0;0;0
203;"T1";"L";"2013-05-26";2013;"2013";"5";0.0301163586584531;"2013-06-06";2;"2";"6";"2014-01-12";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;90.1440454734271;0;0;0;0;0;0;0;0
204;"T1";"M";"2020-01-30";2020;"2020";"1";0.10403832991102;"2020-03-08";9;"9";"3";"2020-04-15";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;373.549928649469;0;0;0;0;0;0;0;0
205;"T1";"M";"2013-05-02";2013;"2013";"5";0.0355920602327173;"2013-05-15";2;"2";"5";"2018-04-22";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;132.854726355844;317.765272550611;695.20439638562;0;2356.41584313779;0;0;0;0
209;"T1";"L";"2015-06-18";2015;"2015";"6";0.112251882272416;"2015-07-29";4;"4";"7";"2019-04-21";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;99.870485385282;435.578395358896;468.416269329024;4975.12725345043;0;0;0;0;0
210;"T2";"L";"2014-04-16";2014;"2014";"4";0.845995893223819;"2015-02-19";4;"4";"2";"2023-05-20";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1955.72557280516;594.643710797688;50.3769277630758;360.795942851786;43.3004452422588;0;14795.0578576389;4001.43224174366;5126.72885452874
211;"T1";"L";"2016-10-02";2016;"2016";"10";0.0355920602327173;"2016-10-15";5;"5";"10";"2019-09-29";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;905.962741743922;409.074559705357;1222.35367541727;860.509729026186;0;0;0;0;0
212;"T1";"L";"2012-05-16";2012;"2012";"5";0.0164271047227926;"2012-05-22";1;"1";"5";"2014-04-10";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;239.688009002294;135.123250435817;0;0;0;0;0;0;0
213;"T1";"L";"2011-11-17";2011;"2011";"11";0.139630390143737;"2012-01-07";1;"1";"1";"2019-01-17";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;528.027462305782;41.6616373434249;0;0;531.484409688988;1385.80927505099;5163.3716633353;0;0
215;"T3";"M";"2020-06-17";2020;"2020";"6";0.0657084188911704;"2020-07-11";9;"9";"7";"2030-05-30";2030;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;518.426712300088;227.704328157982;0;0;0;110.768309603432;0;0;595.215196365584
216;"T1";"L";"2014-05-30";2014;"2014";"5";0.106776180698152;"2014-07-08";3;"3";"7";"2017-01-23";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1193.13258390349;0;2248.38791473998;0;0;0;0;0;0
217;"T1";"M";"2012-11-05";2012;"2012";"11";0.0629705681040383;"2012-11-28";1;"1";"11";"2016-06-16";2016;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;384.378044172057;1712.11270440759;0;0;0;0;0;0;0
218;"T1";"M";"2012-11-29";2012;"2012";"11";0.199863107460643;"2013-02-10";2;"2";"2";"2015-01-16";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;807.931939143145;171.134911467508;0;0;0;0;0;0;0
219;"T3";"H";"2014-12-06";2014;"2014";"12";0.347707049965777;"2015-04-12";4;"4";"4";"2015-08-10";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;467.628562691243;0;0;0;0;0;0;0;0
220;"T1";"H";"2012-03-28";2012;"2012";"3";0.358658453114305;"2012-08-06";1;"1";"8";"2015-09-16";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;4370.11227033823;411.391456031656;0;1039.61954605708;0;0;0;0;0
221;"T3";"M";"2017-04-05";2017;"2017";"4";0.361396303901437;"2017-08-15";6;"6";"8";"2018-08-16";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;21.2954143950046;0;0;0;0;0;0;0;0
223;"T1";"M";"2011-10-26";2011;"2011";"10";0.246406570841889;"2012-01-24";1;"1";"1";"2014-06-06";2014;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;150.367170451536;2807.78168963855;389.823151794777;0;0;0;0;0;0
224;"T1";"L";"2018-10-15";2018;"2018";"10";0.506502395619439;"2019-04-18";8;"8";"4";"2023-08-30";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;128.082503456543;762.818993954606;642.858092289906;1466.04628190101;131.171502595208;0;0;0;0
225;"T3";"H";"2011-12-20";2011;"2011";"12";0.191649555099247;"2012-02-28";1;"1";"2";"2015-06-15";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;207.213685677852;0;0;0;0;0;0;0;0
226;"T3";"H";"2019-12-30";2019;"2019";"12";0.358658453114305;"2020-05-09";9;"9";"5";"2021-04-20";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;32.9515163472672;0;0;0;0;0;0;0;0
227;"T1";"M";"2018-05-03";2018;"2018";"5";0.509240246406571;"2018-11-05";7;"7";"11";"2019-02-12";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;165.193084487682;31.2869514593344;0;0;0;0;0;0;0
228;"T1";"H";"2017-09-09";2017;"2017";"9";0.197125256673511;"2017-11-20";6;"6";"11";"2019-03-17";2019;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;448.986170313489;0;0;0;0;0;0;0
229;"T1";"M";"2017-06-12";2017;"2017";"6";0.0657084188911704;"2017-07-06";6;"6";"7";"2022-05-31";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;168.12115100602;738.599758183202;0;1539.93280396258;87.6593704480129;0;0;0;0
230;"T2";"L";"2016-03-26";2016;"2016";"3";0.440793976728268;"2016-09-03";5;"5";"9";"2022-06-27";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;299.41848124448;259.146400156395;450.153631354816;71.4931825841379;0;0;0;0
233;"T3";"M";"2012-09-15";2012;"2012";"9";0.394250513347023;"2013-02-06";2;"2";"2";"2018-02-02";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;97.9084038795049;841.289632256652;1395.64230466131;0;3263.4619914922;0;0;0;0
236;"T1";"L";"2019-11-07";2019;"2019";"11";0.487337440109514;"2020-05-03";9;"9";"5";"2023-07-25";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;169.535734654759;897.379378096269;432.153310889549;43.9509244145243;0;0;0;0;0
237;"T1";"L";"2019-10-20";2019;"2019";"10";0.520191649555099;"2020-04-27";9;"9";"4";"2020-12-19";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1392.90432353766;0;0;0;0;0;0;0;0
238;"T1";"M";"2012-09-24";2012;"2012";"9";0.394250513347023;"2013-02-15";2;"2";"2";"2021-03-15";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;498.289536765084;234.547855252095;0;1402.16895080822;1510.88488984021;518.305424937443;10169.7885705802;780.270575374725;0
239;"T1";"L";"2020-02-17";2020;"2020";"2";0.0520191649555099;"2020-03-07";9;"9";"3";"2023-08-18";2023;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;83.2741401400568;43.2348270244645;667.826626632539;0;0;0;0;0;0
240;"T1";"H";"2012-11-05";2012;"2012";"11";0.0410677618069815;"2012-11-20";1;"1";"11";"2015-01-18";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;754.284053084141;180.695501183865;0;0;0;0;0;0
241;"T3";"L";"2016-05-07";2016;"2016";"5";0.569472963723477;"2016-12-01";5;"5";"12";"2017-12-30";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;76.3402291917884;562.781822456846;0;0;0;0;0;0;0
242;"T1";"M";"2013-02-27";2013;"2013";"2";0.407939767282683;"2013-07-26";2;"2";"7";"2013-10-26";2013;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
243;"T2";"M";"2017-03-09";2017;"2017";"3";0.358658453114305;"2017-07-18";6;"6";"7";"2018-05-03";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;612.920105599525;0;0;0;0;0;0;0
244;"T3";"H";"2014-03-16";2014;"2014";"3";0.457221081451061;"2014-08-30";3;"3";"8";"2022-02-02";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;201.582511242775;597.394865925343;128.071816051818;807.283386208843;57.8504864772819;0;811.370221150682;0;0
245;"T1";"H";"2019-08-24";2019;"2019";"8";0.164271047227926;"2019-10-23";8;"8";"10";"2024-09-18";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;69.6947844904505;211.123224154648;367.680938220052;0;445.27756343338;240.835553636703;0;0;0
247;"T1";"L";"2014-01-20";2014;"2014";"1";0.0930869267624914;"2014-02-23";3;"3";"2";"2015-07-19";2015;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1474.38347042609;0;0;0;0;0;0;0;0
249;"T1";"M";"2012-02-24";2012;"2012";"2";0.114989733059548;"2012-04-06";1;"1";"4";"2020-01-02";2020;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;122.381346049526;14.90337942911;5.03106267029386;44.9469151768917;851.787519941648;936.175975966623;3016.98684470544;1730.82279971034;0
250;"T1";"L";"2020-05-23";2020;"2020";"5";0.0958247775496235;"2020-06-27";9;"9";"6";"2021-01-26";2021;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1635.04627944138;0;0;0;0;0;0;0;0
251;"T1";"L";"2015-12-15";2015;"2015";"12";0.0054757015742642;"2015-12-17";4;"4";"12";"2017-08-22";2017;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1332.34366500458;632.07891520639;0;0;0;0;0;0
252;"T1";"M";"2017-05-16";2017;"2017";"5";0.114989733059548;"2017-06-27";6;"6";"6";"2018-04-03";2018;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;94.1636150230631;0;0;0;0;0;0;0;0
253;"T1";"L";"2018-07-10";2018;"2018";"7";0.0164271047227926;"2018-07-16";7;"7";"7";"2026-11-23";2026;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;37.1396187327604;0;283.394247349979;458.759019695701;411.73233181468;388.278274574641;0;313.181373902027;239.04467620807
254;"T1";"M";"2018-04-23";2018;"2018";"4";0.249144421629021;"2018-07-23";7;"7";"7";"2022-12-02";2022;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;483.146680848351;191.236987022111;756.144876225405;1618.57988782827;833.67948662303;0;0;0;0
256;"T1";"H";"2020-12-12";2020;"2020";"12";0.0492813141683778;"2020-12-30";9;"9";"12";"2024-04-29";2024;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;675.369649743186;501.652860824295;1238.78230561895;70.817251598353;0;0;0;0
257;"T1";"M";"2020-10-31";2020;"2020";"10";0.0383299110198494;"2020-11-14";9;"9";"11";"2025-10-20";2025;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;268.803193576258;493.544991019361;13.4795770068973;295.63010775271;1604.32066506519;0;0;0
